e1,e2,label,group_id,platform,query
Dyson 戴森 SV46 V12 Fluffy 智慧輕量吸塵器,【dyson 戴森 限量福利品】V12 Detect Slim Fluffy SV46 強勁輕量智慧無線吸塵器 光學偵測,1,12997698,pchome,dysonvacuumcleaner
MSI 微星 PRO MP251 E2 電腦螢幕 25吋 IPS 120Hz 1ms FHD HDR 內建喇叭 商用螢幕 液晶螢幕,MSI 微星 PRO MP243L E14 電腦螢幕 24吋 IPS 144Hz 1ms FHD 商用螢幕 液晶螢幕,0,14227966,pchome,msiscreen
HITACHI 日立 10坪內《冷暖型-優質系列》變頻分離式空調RAS-63YH/RAC-63YH,HITACHI 日立 7坪內《冷暖型-優質系列》變頻分離式空調RAS-40YH/RAC-40YH,0,13320383,pchome,hitachiairconditioner
SONY 索尼 WH-1000XM5 HD降噪 無線藍牙 耳罩式耳機,SONY 索尼 WH-CH520 無線藍牙 耳罩式耳機《公司貨註冊保固1年》,0,10204540,pchome,sonyheadphones
Logitech 羅技 G G502 X LIGHTSPEED 高效能無線電競滑鼠-白,Logitech 羅技 G G502 X 高效能電競滑鼠-黑,0,12793095,pchome,logitechmouse
SONY 索尼 WH-CH720N 無線降噪耳機 公司貨,SONY 索尼 WF-1000XM5 無線降噪耳機 公司貨,0,11129244,pchome,sonyheadphones
Logitech 羅技 MX Master 3S 無線滑鼠-石墨灰,【Logitech 羅技】MX Master 3S 無線藍牙智能滑鼠(石墨灰),1,11918099,pchome,logitechmouse
SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,【SONY 索尼】WH-CH720N 無線降噪耳罩式耳機(公司貨保固12個月),1,11129242,pchome,sonyheadphones
PHILIPS 飛利浦 官方直營 Sonicare 亮白隨行智能鑽石音波電動牙刷 HX9911/69 (紫鑽)(電動牙刷),【驚爆價】副廠音波牙刷頭 Sonicare Elite HX7001(相容飛利浦 PHILIPS 電動牙刷),0,11082581,pchome,philipstoothbrush
MSI 微星 GeForce RTX 5070 12G VENTUS 2X OC 顯示卡,MSI 微星 GeForce RTX 5070 12G SHADOW 2X OC 顯示卡,0,13804006,pchome,rtx5070
MSI 微星 Modern MD272UPHW 平面美型螢幕 (27型/4K/HDMI/喇叭/IPS),MSI 微星 Modern MD272QXPW 平面美型螢幕,0,13920213,pchome,msiscreen
Logitech 羅技 K380S 跨平台藍牙鍵盤 石墨灰,【Logitech 羅技】K380s 跨平台藍牙鍵盤(石墨灰),1,11974965,pchome,logitechkeyboard
SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,【SONY 索尼】SONY WH-CH720N 無線降噪 藍牙耳機 (台灣公司貨),1,TP00072220000011,pchome,sonyheadphones
MSI 微星 27型 PRO MP275Q  IPS 16:9 100Hz 1ms 護眼螢幕,MSI 微星 PRO MP275 27型 IPS 100Hz 平面護眼商用螢幕,0,12731959,pchome,msiscreen
BOOX 文石 Go Color 7 (Gen II) 彩色電子閱讀器 - 黑色,BOOX 文石 Go 7 吋電子閱讀器 - 黑色,0,14073077,pchome,reader
HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組),HyRead Gaze Mini+ 6吋電子紙閱讀器(淺蔥青),0,13683196,pchome,reader
Logitech 羅技 MX Keys Mini 無線鍵盤 - 簡約白,Logitech 羅技 MX Mechanical 鍵盤 Mini - 茶軸,0,9562941,pchome,logitechkeyboard
OSIM 天王工學椅 OS-8245(星藍/拿鐵兩色)_按摩椅/人體工學按摩椅/工學椅/電腦椅/辦公椅/電競椅,【OSIM】天王工學椅 OS-8245 星藍/拿鐵(按摩椅 人體工學按摩椅 工學椅 電腦椅 辦公椅 電競椅),1,14478943,pchome,massagechair
HyRead Gaze Mini+ 6吋電子紙閱讀器(淺蔥青),Readmoo 讀墨 7 吋 mooInk Nana 彩色電子書閲讀器,0,14361609,pchome,reader
Kleenex 舒潔 Baby Soft 頂級三層抽取式衛生紙 (100抽x24包/袋),【Kleenex 舒潔】三層抽取式衛生紙(100抽 X 24包),1,13188401,pchome,kleenextoiletpaper
Logitech 羅技 M331 無線靜音滑鼠(黑),【Logitech 羅技】M331 SilentPlus 靜音無線滑鼠,1,4318322,pchome,logitechmouse
HyRead Gaze Mini + 6吋電子紙閱讀器 (石墨綠),HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組),0,14381284,pchome,reader
SONY 索尼 WF-1000XM5 銀色 旗艦真無線藍牙耳機 (公司貨 保固 12+6 個月),SONY 索尼 ULT WEAR WH-ULT900N 無線重低音降噪耳機 (公司貨 保固 12 個月),0,11752537,pchome,sonyheadphones
SONY 索尼 WF-1000XM5 無線降噪耳機 公司貨,SONY 索尼 LinkBuds S 真無線耳塞式耳機 公司貨,0,11658292,pchome,sonyheadphones
HITACHI 日立 《變頻冷暖》雙吹窗型冷氣 RA-36NR,HITACHI 日立 《變頻冷暖》雙吹窗型冷氣 RA-28NR,0,12139101,pchome,hitachiairconditioner
SONY 索尼 WF-C510 IPX4 防水 真無線藍芽耳機,SONY 索尼 WH-CH520真無線藍牙耳罩式耳機公司貨),0,13237332,pchome,sonyheadphones
Logitech 羅技 K250 無線藍牙鍵盤,Logitech 羅技 MK235無線滑鼠鍵盤組,0,14230897,pchome,logitechkeyboard
MSI 微星 PRO MP273QW E2 美型螢幕(27型/2K/HDMI/DP/喇叭/IPS),MSI 微星 電競螢幕首選品牌 G244F E2 平面電競螢幕,0,TP00029730001614,pchome,msiscreen
SONY 索尼 WF-1000XM5 銀色 旗艦真無線藍牙耳機 (公司貨 保固 12+6 個月),【SONY 索尼】WF-1000XM5真無線降噪入耳式耳機(公司貨),1,11786592,pchome,sonyheadphones
SONY 索尼 (福利品)  WF-1000XM5 真無線 入耳式 降噪耳機,【SONY 索尼】WF-1000XM5 主動式降噪真無線耳機 送統一禮券100,1,TP00066680000021,pchome,sonyheadphones
Dyson 戴森 SV18 Digital Slim Origin輕量無線吸塵器【福利品】,【禾淨家用HG】Dyson Digital Slim 副廠吸塵器配件 LED超聲波噴霧拖地吸頭(吸拖一體 1入/組),0,12639831,pchome,dysonvacuumcleaner
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),0,14275948,pchome,sonyheadphones
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨保固12+6個月) WHM6,SONY 索尼 WF-1000XM5 主動式降噪真無線藍牙耳機 4色 (公司貨保固12+6個月),0,14180915,pchome,sonyheadphones
S004淨水器替換濾心4年份/超值4入組(濾心型號:3US-F004-5) 08/30,沐浴過濾器替換濾芯 (1入),0,4355328,pchome,3mwaterpurifier
SONY 索尼 [公司貨 保固12個月] WH-CH520 無線藍牙耳罩式耳機,SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,0,TP00026420000042,pchome,sonyheadphones
SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機,SONY 索尼 WF-C700N多彩降噪真無線耳機,0,11658291,pchome,sonyheadphones
Logitech 羅技 M750 多工靜音無線滑鼠,Logitech 羅技 【Logitech 羅技】M750 L 多工靜音無線滑鼠 大手版 黑色,0,13227934,pchome,logitechmouse
Logitech 羅技 K950 無線鍵盤 - 石墨黑,Logitech 羅技 K250 無線藍牙鍵盤 石墨黑,0,12719862,pchome,logitechkeyboard
SONY 索尼 WH-1000XM6 無線藍牙降噪耳罩式耳機,SONY 索尼 WF-C700N多彩降噪真無線耳機,0,14047185,pchome,sonyheadphones
MSI 微星 MD342CQPW 曲面美型螢幕 (34型/2K/HDMI/喇叭/VA),MSI 微星 MAG 345CQR 曲面電競螢幕,0,13600921,pchome,msiscreen
BOOX 文石 Go 7 吋電子閱讀器 - 白色,BOOX 文石 Go 10.3 吋電子閱讀器 - 白色,0,14039748,pchome,reader
Dyson 戴森 SV18 Digital Slim Origin輕量無線吸塵器(輕量吸塵器/除螨機/原廠公司貨/二年保固),【dyson 戴森 限量福利品】Digital Slim Origin SV18 輕量無線吸塵器(紫色),1,12243367,pchome,dysonvacuumcleaner
SONY 索尼 WH-1000XM4 無線藍牙降噪 耳罩式耳機,SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機 WHM6,0,7965580,pchome,sonyheadphones
SONY 索尼 WH-CH720N 無線降噪耳機 公司貨,SONY 索尼 WH-1000XM5 無線降噪耳機 公司貨,0,11127215,pchome,sonyheadphones
PHILIPS 飛利浦 One by Sonicare攜帶式旅行盒電動牙刷 HY1200粉色,歐樂B 飛利浦 Philips 通用款 電動牙刷 刷頭 帶鎖扣外出攜帶盒 收納盒 保護硬殼 旅行硬盒,0,11160852,pchome,philipstoothbrush
HITACHI 日立 6坪內《冷暖型-優質系列》變頻分離式空調RAS-36YH/RAC-36YH,【HITACHI 日立】空調速配★中區4-6坪優質型3.6KW一級變頻冷暖氣分離式空調(RAC-36YH/RAS-36YH),1,13547872,pchome,hitachiairconditioner
ACER 宏碁 KA222Q H 護眼螢幕(22型/FHD/HDMI/喇叭/VA),ACER 宏碁 ED320QR H 抗閃系列螢幕(32型/FHD/100Hz/1ms/VA),0,11128250,pchome,acerscreen
Logitech 羅技 【Logitech 羅技】Keys-To-Go 2 平板藍牙鍵盤 星暮紫,Logitech 羅技 【Logitech 羅技】Slim Folio 輕薄鍵盤保護套 - iPad 10代專用,0,13062811,pchome,logitechkeyboard
MSI 微星 Modern MD342CQPW 曲面美型螢幕 (34型/2K/HDMI/喇叭/VA),MSI 微星 Modern MD342CQP 曲面美型螢幕 (34型/2K/HDMI/喇叭/VA),0,13312733,pchome,msiscreen
SONY 索尼 耳罩式耳機 WH-1000XM5 藍牙無線 降噪 高音質【兩色】,SONY 索尼 WH-1000XM4 無線藍牙降噪 耳罩式耳機,0,10496254,pchome,sonyheadphones
SONY 索尼 WH-1000XM6 無線藍牙降噪耳罩式耳機,【SONY 索尼】WH-1000XM6 耳罩式無線藍芽降噪耳機(公司貨-黑色),1,14234064,pchome,sonyheadphones
CookPower 鍋寶 七層壓鑄不沾鍋316不鏽鋼蜂巢炒鍋36CM-含蓋(IH/電磁爐適用),CookPower 鍋寶 熔岩厚釜七層鑄造不沾鍋萬用湯鍋18CM-IH/電磁爐適用(含蓋),0,9840172,pchome,nonstickpan
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組B),Kobo Clara BW 6吋電子書閱讀器 (黑16GB)+ 原廠透明保護殼,0,14381284,pchome,reader
MSI 微星 Modern MD272UPHW 平面美型螢幕 (27型/4K/HDMI/喇叭/IPS),【MSI 微星】Modern MD272UPHW 27型 IPS 4K UHD 60Hz 美型螢幕-白(Type-C/內建喇叭/EyesErgo護眼),1,13768458,pchome,msiscreen
Logitech 羅技 M650 多工靜音無線滑鼠-黑灰,【Logitech 羅技】M650多工靜音無線藍牙滑鼠,1,9779579,pchome,logitechmouse
ACER 宏碁 EK241Y P6 護眼螢幕(24型/FHD/144Hz/1ms/IPS),【Acer 宏碁】EK241Y P6 24型 IPS FHD 16:9 144Hz節能護眼電腦螢幕(23.8吋/FreeSync/1ms),1,14443458,pchome,acerscreen
Kleenex 舒潔 萬用輕巧包抽取衛生紙(110+20)抽x20包x6串/箱,【Kleenex 舒潔】萬用輕巧衛生紙 130抽X120包/箱,1,9480824,pchome,kleenextoiletpaper
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組A),Kobo Clara BW 6吋電子書閱讀器 (黑16GB)+原廠磁感應保護殼 (辣醬紅),0,14074174,pchome,reader
PHILIPS 飛利浦 Sonicare頂級尊榮AI智能音波震動牙刷 HX9996/13(玫瑰金)(電動牙刷),(2入)可放2隻刷頭 刷頭架 飛利浦 HX6013 HX6042 HX6063 HX9023 HX9033 電動牙刷刷頭架,0,9693598,pchome,philipstoothbrush
Ultra Luxe Type-C 雙用隨身碟256GB(公司貨),【SanDisk】Ultra Luxe Type-C 雙用隨身碟256GB(公司貨),1,7643826,pchome,usb
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組A),【HyRead】Gaze Mini+ 6吋電子紙閱讀器(櫻花粉),1,14022101,pchome,reader
SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機,SONY 索尼 WH-1000XM5 無線藍牙降噪 耳罩式耳機【公司貨保固12個月註冊延長6個月】,0,14047185,pchome,sonyheadphones
SONY 索尼 WH-CH720N 無線降噪耳機 公司貨,SONY 索尼 WF-1000XM5 無線降噪耳機 公司貨,0,11127215,pchome,sonyheadphones
HITACHI 日立 6坪內《冷暖型-優質系列》變頻分離式空調RAS-36YH/RAC-36YH,HITACHI 日立 7坪內《冷暖型-優質系列》變頻分離式空調RAS-40YH/RAC-40YH,0,13710082,pchome,hitachiairconditioner
MEEBOOK M8C 7.8 吋彩色電子閱讀器觸控筆套組 - 黑色,【MEEBOOK】M8C 7.8 吋彩色電子閱讀器觸控筆套組(黑色),1,14212379,pchome,reader
MSI 微星 Modern MD272XPW 平面美型螢幕 (27型/FHD/HDMI/喇叭/IPS),MSI 微星 Modern MD272QXPW 平面美型螢幕,0,11816935,pchome,msiscreen
MSI 微星 MSI PRO MP165 E6 可攜式螢幕 (16型/FHD/Type C/喇叭/IPS)+SPACE LED觸控護眼三色螢幕掛燈 33cm款,MSI 微星 PRO MP275Q 商用顯示器(27型/2K/100Hz/HDMI/DP/喇叭/IPS),0,TP00010730001966,pchome,msiscreen
PHILIPS 飛利浦 官方直營 Sonicare舒適潔淨音波震動/電動牙刷HX5191/01 (皓月白)(電動牙刷),(2入)可放2隻刷頭 刷頭架 飛利浦 HX6013 HX6042 HX6063 HX9023 HX9033 電動牙刷刷頭架,0,13295799,pchome,philipstoothbrush
MEEBOOK M8 7.8 吋電子閱讀器 - 白色,【MEEBOOK】M8 7.8 吋電子閱讀器(白色),1,14212380,pchome,reader
Naturehike M300可機洗帶帽信封睡袋 MSD02 岩石灰,Naturehike M320日煦可機洗帶帽信封睡袋 WS023,0,10622064,pchome,sleepingbag
AI智能語音太空艙按摩椅 佳勝達JSD-M05 家用全自動,按摩椅 家用送禮 全自動電動太空艙 按摩沙發 按摩椅,0,TP00027780001024,pchome,massagechair
SONY 索尼 WH-CH520 無線藍牙耳罩式耳機 (公司貨保固12個月),SONY 索尼 WF-C510真無線藍牙耳機(公司貨),0,11269293,pchome,sonyheadphones
SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,SONY 索尼 [公司貨 保固12個月] WI-OE610 Float Run 頸帶離耳式耳機,0,11129244,pchome,sonyheadphones
SONY 索尼 耳罩式耳機 WH-1000XM5 藍牙無線 降噪 高音質【兩色】,SONY 索尼 WH-1000XM4 無線藍牙降噪 耳罩式耳機,0,10608572,pchome,sonyheadphones
CREATOR USB-C 隨身碟 512GB(公司貨),【SanDisk】SanDisk CREATOR USB-C 隨身碟 512GB(公司貨),1,14033316,pchome,usb
MSI 微星 Modern MD272XPW 平面美型螢幕 (27型/FHD/HDMI/喇叭/IPS),MSI 微星 Modern MD272QXPW 平面美型螢幕,0,TP00010730000838,pchome,msiscreen
MSI 微星 PRO MP243L E14 電腦螢幕 24吋 IPS 144Hz 1ms FHD 商用螢幕 液晶螢幕,MSI 微星 27型 PRO MP273L E14  IPS 144Hz 1ms 美型螢幕,0,14323298,pchome,msiscreen
Logitech 羅技 Keys-To-Go 2 iPad 平板鍵盤,Logitech 羅技 【Logitech 羅技】Slim Folio 輕薄鍵盤保護套 - iPad 10代專用,0,13062811,pchome,logitechkeyboard
HyRead Gaze Mini + 6吋電子紙閱讀器 (石墨綠),HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組),0,14361605,pchome,reader
HITACHI 日立 10坪內《冷暖型-優質系列》變頻分離式空調RAS-63YH/RAC-63YH,【HITACHI 日立】空調速配★中區9-11坪優質型6.3KW一級變頻冷暖氣分離式空調(RAC-63YH/RAS-63YH),1,13533955,pchome,hitachiairconditioner
Logitech 羅技 K580 超薄跨平台藍牙鍵盤 / 玫瑰粉,【Logitech 羅技】K580 超薄跨平台藍牙鍵盤(石墨灰),1,13143970,pchome,logitechkeyboard
MSI 微星 27型 PRO MP273L E14  IPS 144Hz 1ms 美型螢幕,MSI 微星 G275L E14 27型 IPS 144Hz 電競螢幕,0,14372152,pchome,msiscreen
CookPower 鍋寶 金鑽不沾鍋雙鍋三件組28CM-香檳金(28炒+28煎+鏟),【CookPower 鍋寶】金鑽不沾鍋雙鍋輕鬆開伙組(28CM炒鍋+22CM湯鍋+蓋+鏟),1,7684202,pchome,nonstickpan
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),【SONY 索尼】WH-1000XM6 旗艦無線降噪耳機(公司貨 保固12+6個月),1,14091867,pchome,sonyheadphones
SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 (公司貨 保固 12+6 個月),SONY 索尼 INZONE H9 無線降噪電競耳機 WH-G900N (公司貨 保固 12 個月),0,11658292,pchome,sonyheadphones
BenQ 明基 1080P Google TV 雷射智慧微型投影機 GV50,BenQ 明基 1080P LED AndroidTV智慧行動投影機GV31(300 ANSI) 福利品,0,13237937,pchome,projector
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月) WHM6,SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),0,14180915,pchome,sonyheadphones
SONY 索尼 WF-1000XM5 主動式降噪真無線藍牙耳機 4色 (公司貨保固12+6個月),SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨保固12+6個月) WHM6,0,11752537,pchome,sonyheadphones
CookPower 鍋寶 金鑽不沾鍋雙鍋三件組28CM-銀河藍(28炒+28煎+鏟),CookPower 鍋寶 百變魔法可拆式不沾鍋5件組(26煎鍋+22煎鍋+22深湯鍋+20湯鍋+可拆式把手),0,6999712,pchome,nonstickpan
MSI 微星 Modern MD342CQP 曲面美型螢幕 (34型/2K/HDMI/喇叭/VA),MSI 微星 PRO MP341CQW 曲面美型螢幕 (34型/3440*1440/21:9/HDMI/喇叭/VA),0,13600921,pchome,msiscreen
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),【SONY 索尼】WH-1000XM6 旗艦無線降噪耳機(公司貨 保固12+6個月),1,14047175,pchome,sonyheadphones
SONY 索尼 WH-1000XM5 主動式降噪耳罩式耳機,SONY 索尼 WH-CH520真無線藍牙耳罩式耳機公司貨),0,10608572,pchome,sonyheadphones
Dyson 戴森 V12 Detect Slim Fluffy SV46 輕量智能吸塵器(銀灰)(升級版配件/除螨機/原廠公司貨/二年保固),【dyson 戴森】V12 Detect Slim Fluffy SV46 強勁輕量智慧無線吸塵器 光學偵測(升級HEPA過濾),1,11387690,pchome,dysonvacuumcleaner
BOOX 文石 Go Color 7 (Gen II) 彩色電子閱讀器 - 黑色,BOOX 文石 Go 7 吋電子閱讀器 - 黑色,0,14073071,pchome,reader
S004淨水器專用替換濾心(3US-F004-5),沐浴過濾器替換濾芯 (1入),0,5771788,pchome,3mwaterpurifier
SONY 索尼 WH-1000XM5 主動式降噪耳罩式耳機,【SONY 索尼】WH-1000XM5 主動式降噪旗艦藍芽耳機(台灣公司貨保固12+6),1,11453217,pchome,sonyheadphones
SONY 索尼 WF-1000XM5 銀色 旗艦真無線藍牙耳機 (公司貨 保固 12+6 個月),SONY 索尼 WH-1000XM5 主動式降噪旗艦藍牙耳機 公司貨 保固 12+6 個月,0,TP00066680000021,pchome,sonyheadphones
SONY 索尼 [ 公司貨 保固12+12]  WH-1000XM4  主動式降噪 無線藍牙耳機(智慧降噪 / 無線高音質 / 質感美型),【SONY 索尼】WH-1000XM4 主動式降噪 無線藍牙耳機(公司貨 保固12+12),1,14144339,pchome,sonyheadphones
SONY 索尼 WF-C510 IPX4 防水 真無線藍芽耳機,SONY 索尼 WF-C700N多彩降噪真無線耳機,0,13299668,pchome,sonyheadphones
SONY 索尼 WF-1000XM5 銀色 旗艦真無線藍牙耳機 (公司貨 保固 12+6 個月),SONY 索尼 WH-1000XM5 主動式降噪旗艦藍牙耳機 公司貨 保固 12+6 個月,0,11658291,pchome,sonyheadphones
BOOX 文石 Go 7 吋電子閱讀器 - 白色,【BOOX 文石】Go 7 吋電子閱讀器(黑色),1,13948259,pchome,reader
SONY 索尼 WF-C510 IPX4 防水 真無線藍芽耳機,SONY 索尼 WH-CH520真無線藍牙耳罩式耳機公司貨),0,TP00026420000010,pchome,sonyheadphones
S301櫥下型生飲三道式淨水器-鵝頸款(S004+樹脂軟水+PP三效整合/附流量計/安裝),【3M】S301櫥下型生飲三道式淨水器-鵝頸款 一年份濾心組(S004+樹脂軟水+PP三效整合/附流量計/安裝),1,9937053,pchome,3mwaterpurifier
SONY 索尼 WH-CH520 無線藍牙耳罩式耳機,SONY 索尼 WF-C700N多彩降噪真無線耳機,0,12638329,pchome,sonyheadphones
MSI 微星 Modern MD272QXPW 平面美型螢幕,MSI 微星 Modern MD272UPHW 平面美型螢幕 (27型/4K/HDMI/喇叭/IPS),0,12154557,pchome,msiscreen
MSI 微星 RTX 5070 12G GAMING TRIO OC顯示卡,MSI 微星 RTX 5070 12G VENTUS 3X OC 顯示卡,0,13757805,pchome,rtx5070
GIGABYTE 技嘉 GeForce RTX5070 WINDFORCE OC SFF 12G 顯示卡,GIGABYTE 技嘉 GeForce RTX5070 EAGLE OC SFF 12G 顯示卡,0,13785397,pchome,rtx5070
Logitech 羅技 K270 無線鍵盤,【Logitech 羅技】K270 無線鍵盤,1,2816558,pchome,logitechkeyboard
Logitech 羅技 Pebble 2 Combo 無線藍牙鍵盤滑鼠組 玫瑰粉,【Logitech 羅技】Pebble 2 Combo 無線藍牙鍵盤滑鼠組,1,TP00002230002563,pchome,logitechkeyboard
PHILIPS 飛利浦 Sonicare舒適清潔音波電動牙刷HX5070/02(皓月白)+送3刷,(2入)可放2隻刷頭 刷頭架 飛利浦 HX6013 HX6042 HX6063 HX9023 HX9033 電動牙刷刷頭架,0,14086479,pchome,philipstoothbrush
S004淨水器濾心+PP濾心2入超值3件組(3US-F004 -5 *1+3RS-F001-5 *2),-前置PP過濾系統(3PS-S001-5 SQC),0,8487458,pchome,3mwaterpurifier
MSI 微星 Modern MD272UPHW 平面美型螢幕 (27型/4K/HDMI/喇叭/IPS),MSI 微星 Modern MD272UPSW 智慧聯網平面美型螢幕 (27型/4K/HDMI/喇叭/IPS),0,13920213,pchome,msiscreen
ESD310C USB3.2/Type C 512GB 雙介面固態行動隨身碟/高速隨身碟-太空黑(TS512GESD310C),【Transcend 創見】ESD310P 512GB USB3.2 雙介面SSD固態行動碟-櫻花粉(TS512GESD310P),1,11829114,pchome,usb
SONY 索尼 WF-C710N 真無線降噪藍牙耳機 4色 原廠公司貨,SONY 索尼 WF-1000XM5 主動式降噪真無線藍牙耳機 4色 (公司貨保固12+6個月),0,TP00072220000080,pchome,sonyheadphones
MSI 微星 Modern MD272XPW 商務螢幕顯示器 (27型/FHD/喇叭/IPS),MSI 微星 Modern MD2412PW 24型螢幕,0,11859908,pchome,msiscreen
SONY 索尼 WF-1000XM5 無線降噪耳機 公司貨,SONY 索尼 LinkBuds S 真無線耳塞式耳機 公司貨,0,11658291,pchome,sonyheadphones
ACER 宏碁 KB242Y G 護眼螢幕(24型/FHD/120Hz/1ms/IPS),ACER 宏碁 EK241Y G 護眼螢幕(24型/FHD/120Hz/1ms/IPS),0,13327401,pchome,acerscreen
SONY 索尼 [公司貨 保固 12 個月]WH-CH720N 無線降噪耳罩式耳機,【SONY 索尼】WH-CH720N 無線藍芽 耳罩式耳機,1,12083199,pchome,sonyheadphones
SONY 索尼 WF-LS900N LinkBuds S 真無線耳機《公司貨註冊保固1年6個月》,SONY 索尼 LinkBuds S 真無線耳塞式耳機 公司貨,0,10213000,pchome,sonyheadphones
PHILIPS 飛利浦 Sonicare 亮白隨行智能鑽石音波電動牙刷(藍鑽)(HX9911/62),【驚爆價】副廠音波牙刷頭 Sonicare Elite HX7001(相容飛利浦 PHILIPS 電動牙刷),0,11082581,pchome,philipstoothbrush
ESD310S USB3.2/Type C 512GB 雙介面固態行動隨身碟/高速隨身碟-極光銀(TS512GESD310S),ESD310C USB3.2/Type C 256GB 雙介面固態行動隨身碟/高速隨身碟-太空黑(TS256GESD310C),0,11829114,pchome,usb
SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機(台灣公司貨保固12+6),【SONY 索尼】WF-1000XM5 旗艦真無線藍芽耳機(台灣公司貨保固12+6),1,11658292,pchome,sonyheadphones
HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 側翻套組,HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組),0,14361605,pchome,reader
CookPower 鍋寶 金鑽不沾鍋雙鍋三件組28CM-蒂芬妮藍(28炒+28煎+鏟),CookPower 鍋寶 熔岩厚釜七層鑄造不沾鍋萬用湯鍋18CM-IH/電磁爐適用(含蓋),0,4559214,pchome,nonstickpan
Logitech 羅技 Keys-To-Go 2 平板藍牙鍵盤 珍珠白,Logitech 羅技 MK250 無線鍵盤滑鼠組 珍珠白,0,13062811,pchome,logitechkeyboard
SONY 索尼 WH-1000XM6 無線藍牙降噪耳罩式耳機,【SONY 索尼】WH-1000XM6 旗艦無線降噪耳機(台灣公司貨保固12+6),1,14180915,pchome,sonyheadphones
SONY 索尼 WH-1000XM6 無線藍牙降噪耳罩式耳機,SONY 索尼 WH-1000XM5 無線藍牙降噪耳罩式耳機,0,14180915,pchome,sonyheadphones
S003 DIY淨水組,S003 DIY淨水器替換濾心 F003-5(適用S003/DS02/DS03系列濾心),0,9121777,pchome,3mwaterpurifier
SONY 索尼 WH-1000XM4 藍牙降噪耳罩式耳機《公司貨註冊保固2年》,【SONY 索尼】WH-1000XM4 輕巧無線藍芽降噪耳罩式耳機(2色),1,8504203,pchome,sonyheadphones
Logitech 羅技 K250 無線藍牙鍵盤 石墨黑,【Logitech 羅技】K250 無線藍牙鍵盤-石墨黑(不附接收器),1,14230897,pchome,logitechkeyboard
MSI 微星 PRO MP251 E2 電腦螢幕 25吋 IPS 120Hz 1ms FHD HDR 內建喇叭 商用螢幕 液晶螢幕,MSI 微星 PRO MP243L E14 電腦螢幕 24吋 IPS 144Hz 1ms FHD 商用螢幕 液晶螢幕,0,14335286,pchome,msiscreen
SONY 索尼 WH-1000XM5 無線藍牙降噪耳罩式耳機,【SONY 索尼】WH-1000XM5 主動式降噪旗艦藍芽耳機(公司貨 保固12+6個月),1,10201974,pchome,sonyheadphones
SONY 索尼 WH-CH520 無線藍牙 耳罩式耳機,SONY 索尼 WH-1000XM4 無線藍牙降噪 耳罩式耳機,0,TP00058280000160,pchome,sonyheadphones
MSI 微星 Modern MD272XPW 平面美型螢幕 (27型/FHD/HDMI/喇叭/IPS),MSI 微星 Modern MD272QXPW 平面美型螢幕,0,TP00010730000838,pchome,msiscreen
MSI 微星 GeForce RTX 5070 12G GAMING TRIO OC 顯示卡,MSI 微星 RTX 5070 12G VENTUS 3X OC 顯示卡,0,13757805,pchome,rtx5070
SONY 索尼 WH-1000XM5 主動式降噪旗艦藍牙耳機 公司貨 保固 12+6 個月,SONY 索尼 WH-ULT900N 無線重低音降噪耳機 公司貨 保固 12個月,0,TP00072220000081,pchome,sonyheadphones
S301櫥下型生飲三道式淨水器-鵝頸款(S004+樹脂軟水+PP三效整合/附流量計/安裝),極淨倍智淨水系統SD390,0,7972874,pchome,3mwaterpurifier
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),0,TP00071580001772,pchome,sonyheadphones
