"sku","title","image","url","platform","connect","price","uncertainty_problem","query"
"DCBE2G-A900FTQIP","Logitech 羅技 K650 無線舒適鍵盤 石墨灰","https://cs.ecimg.tw/items/DCBE2GA900FTQIP/000001_1758759973.jpg","https://24h.pchome.com.tw/prod/DCBE2G-A900FTQIP","pchome","10516327","1490.00","6","logitechkeyboard"
"DSAR0V-A900FFVNZ","Logitech 羅技 K650 無線鍵盤-石墨灰","https://cs.ecimg.tw/items/DSAR0VA900FFVNZ/000001_1756397537.jpg","https://24h.pchome.com.tw/prod/DSAR0V-A900FFVNZ","pchome","10516327","1490.00","6","logitechkeyboard"
"DSAR3G-A900HBGX7","Logitech 羅技 MK650 無線鍵盤滑鼠組 B2B - 石墨黑","https://cs.ecimg.tw/items/DSAR3GA900HBGX7/000001_1710987798.jpg","https://24h.pchome.com.tw/prod/DSAR3G-A900HBGX7","pchome","10516327","2690.00","6","logitechkeyboard"
"DSAR0V-A900GVFX2","Logitech 羅技 Pebble Keys 2 K380s 跨平台藍牙鍵盤","https://cs.ecimg.tw/items/DSAR0VA900GVFX2/000001_1756397542.jpg","https://24h.pchome.com.tw/prod/DSAR0V-A900GVFX2","pchome","12127122","990.00","0","logitechkeyboard"
"DCBE2G-A900GZG05","Logitech 羅技 K380S 跨平台藍牙鍵盤 石墨灰","https://cs.ecimg.tw/items/DCBE2GA900GZG05/000001_1758758957.jpg","https://24h.pchome.com.tw/prod/DCBE2G-A900GZG05","pchome","12127122","990.00","6","logitechkeyboard"
"DSAR21-A900J42VL","Logitech 羅技 Pebble Keys 2 K380s 跨平台藍牙鍵盤","https://cs.ecimg.tw/items/DSAR21A900J42VL/000001_1754644731.jpg","https://24h.pchome.com.tw/prod/DSAR21-A900J42VL","pchome","12127122","990.00","0","logitechkeyboard"
"DCBE2G-A900GZG8T","Logitech 羅技 K380S 跨平台藍牙鍵盤 珍珠白","https://cs.ecimg.tw/items/DCBE2GA900GZG8T/000001_1758758980.jpg","https://24h.pchome.com.tw/prod/DCBE2G-A900GZG8T","pchome","12127122","990.00","6","logitechkeyboard"
"DSAR0V-A900GXDRJ","Logitech 羅技 Wave Keys 人體工學鍵盤 - 石墨灰","https://cs.ecimg.tw/items/DSAR0VA900GXDRJ/000001_1757908611.jpg","https://24h.pchome.com.tw/prod/DSAR0V-A900GXDRJ","pchome","12109815","2490.00","6","logitechkeyboard"
"DSAR0V-A900H7LLA","Logitech 羅技 Wave Keys 人體工學鍵盤 - 玫瑰粉","https://cs.ecimg.tw/items/DSAR0VA900H7LLA/000001_1757908564.jpg","https://24h.pchome.com.tw/prod/DSAR0V-A900H7LLA","pchome","12109815","2490.00","6","logitechkeyboard"
"DSAR0V-A900GXDRW","Logitech 羅技 Wave Keys 人體工學鍵盤 - 珍珠白","https://cs.ecimg.tw/items/DSAR0VA900GXDRW/000001_1757908588.jpg","https://24h.pchome.com.tw/prod/DSAR0V-A900GXDRW","pchome","12109815","2490.00","6","logitechkeyboard"
"DCAN07-A9006VLDK","Logitech 羅技 MK235無線滑鼠鍵盤組","https://cs.ecimg.tw/items/DCAN07A9006VLDK/000001_1681092425.jpg","https://24h.pchome.com.tw/prod/DCAN07-A9006VLDK","pchome","3889193","699.00","0","logitechkeyboard"
"QABF0Z-A9008V5MD","Logitech 羅技 MK235 無線鍵盤滑鼠組","https://cs.ecimg.tw/items/QABF0ZA9008V5MD/000001_1758758134.jpg","https://24h.pchome.com.tw/prod/QABF0Z-A9008V5MD","pchome","3889193","699.00","0","logitechkeyboard"
"DSAR9Z-A900HNHW5","Logitech 羅技 Keys-To-Go 2 iPad 平板鍵盤","https://cs.ecimg.tw/items/DSAR9ZA900HNHW5/000001_1756397421.jpg","https://24h.pchome.com.tw/prod/DSAR9Z-A900HNHW5","pchome","13062811","2590.00","0","logitechkeyboard"
"DCBE4B-A900HQ6GN","Logitech 羅技 Keys-To-Go 2 平板藍牙鍵盤 石墨黑","https://cs.ecimg.tw/items/DCBE4BA900HQ6GN/000001_1758758279.jpg","https://24h.pchome.com.tw/prod/DCBE4B-A900HQ6GN","pchome","13062811","2590.00","6","logitechkeyboard"
"DCBE4B-A900HRBIQ","Logitech 羅技 Keys-To-Go 2 平板藍牙鍵盤 珍珠白","https://cs.ecimg.tw/items/DCBE4BA900HRBIQ/000001_1758758797.jpg","https://24h.pchome.com.tw/prod/DCBE4B-A900HRBIQ","pchome","13062811","2590.00","6","logitechkeyboard"
"DSAR0V-A900HWJHK","Logitech 羅技 【Logitech 羅技】Keys-To-Go 2 平板藍牙鍵盤 星暮紫","https://cs.ecimg.tw/items/DSAR0VA900HWJHK/000001_1758762327.jpg","https://24h.pchome.com.tw/prod/DSAR0V-A900HWJHK","pchome","13062811","2590.00","6","logitechkeyboard"
"DCBE2G-A900BIFDT","Logitech 羅技 G512 RGB 機械遊戲鍵盤青軸","https://cs.ecimg.tw/items/DCBE2GA900BIFDT/000001_1758757598.jpg","https://24h.pchome.com.tw/prod/DCBE2G-A900BIFDT","pchome","7487701","2190.00","6","logitechkeyboard"
"DCBE2G-A900BIFDG","Logitech 羅技 G512 RGB 機械遊戲鍵盤GX線性紅軸","https://cs.ecimg.tw/items/DCBE2GA900BIFDG/000001_1758757645.jpg","https://24h.pchome.com.tw/prod/DCBE2G-A900BIFDG","pchome","7487701","2190.00","6","logitechkeyboard"
"DSAR5F-A900IEV3A","Logitech 羅技 G512 機械式電競鍵盤 - GX觸感軸 (茶軸.棕軸)","https://cs.ecimg.tw/items/DSAR5FA900IEV3A/000001_1756397459.jpg","https://24h.pchome.com.tw/prod/DSAR5F-A900IEV3A","pchome","7487701","2190.00","0","logitechkeyboard"
"DSAR5F-A900IOG8X","Logitech 羅技 G512 RGB 機械遊戲鍵盤(青軸)","https://cs.ecimg.tw/items/DSAR5FA900IOG8X/000001_1756397464.jpg","https://24h.pchome.com.tw/prod/DSAR5F-A900IOG8X","pchome","7487701","2190.00","6","logitechkeyboard"
"DSAR5F-A900IOG9P","Logitech 羅技 G512機械式電競鍵盤 - GX線性軸 (紅軸)","https://cs.ecimg.tw/items/DSAR5FA900IOG9P/000001_1756397426.jpg","https://24h.pchome.com.tw/prod/DSAR5F-A900IOG9P","pchome","7487701","2190.00","6","logitechkeyboard"
"DSAR4S-A900IK5BF","Logitech 羅技 G Pro X TKL Rapid 磁性類比式鍵軸有線電競鍵盤","https://cs.ecimg.tw/items/DSAR4SA900IK5BF/000001_1758871130.jpg","https://24h.pchome.com.tw/prod/DSAR4S-A900IK5BF","pchome","13716583","4990.00","0","logitechkeyboard"
"DSAR0V-A900HDBPP","Logitech 羅技 K950 無線鍵盤 - 石墨黑","https://cs.ecimg.tw/items/DSAR0VA900HDBPP/000001_1756397495.jpg","https://24h.pchome.com.tw/prod/DSAR0V-A900HDBPP","pchome","12719862","2990.00","0","logitechkeyboard"
"DSAR0O-A900HDBP6","Logitech 羅技 MK950 無線鍵盤滑鼠組 - 石墨黑","https://cs.ecimg.tw/items/DSAR0OA900HDBP6/000001_1756397551.jpg","https://24h.pchome.com.tw/prod/DSAR0O-A900HDBP6","pchome","12719862","3990.00","1","logitechkeyboard"
"DCBE2G-A900HDM2W","Logitech 羅技 MK950 無線鍵盤滑鼠組 石墨黑","https://cs.ecimg.tw/items/DCBE2GA900HDM2W/000001_1758759086.jpg","https://24h.pchome.com.tw/prod/DCBE2G-A900HDM2W","pchome","12719862","3990.00","1","logitechkeyboard"
"DSAR0V-A900F7PHH","Logitech 羅技 MX Mechanical 鍵盤 - 茶軸","https://cs.ecimg.tw/items/DSAR0VA900F7PHH/000001_1756397534.jpg","https://24h.pchome.com.tw/prod/DSAR0V-A900F7PHH","pchome","10254366","4490.00","6","logitechkeyboard"
"DCBE2G-A900FAHAA","Logitech 羅技 MX Mechanical 無線智能機械鍵盤","https://cs.ecimg.tw/items/DCBE2GA900FAHAA/000001_1758758874.jpg","https://24h.pchome.com.tw/prod/DCBE2G-A900FAHAA","pchome","10254366","4490.00","0","logitechkeyboard"
"DCAH5F-A74795288","Logitech 羅技 K270 無線鍵盤","https://cs.ecimg.tw/items/DCAH5FA74795288/000001_1539937296.jpg","https://24h.pchome.com.tw/prod/DCAH5F-A74795288","pchome","2816558","649.00","0","logitechkeyboard"
"DSAR0O-A900BMN65","Logitech 羅技 MK270r 無線滑鼠鍵盤組","https://cs.ecimg.tw/items/DSAR0OA900BMN65/000001_1673849449.jpg","https://24h.pchome.com.tw/prod/DSAR0O-A900BMN65","pchome","2816558","729.00","1","logitechkeyboard"
"QABF0Z-A9008V5KV","Logitech 羅技 MK270R 無線滑鼠鍵盤組","https://cs.ecimg.tw/items/QABF0ZA9008V5KV/000001_1758759038.jpg","https://24h.pchome.com.tw/prod/QABF0Z-A9008V5KV","pchome","2816558","799.00","1","logitechkeyboard"
"QABF0Z-A9008V5OF","Logitech 羅技 K270 無線鍵盤","https://cs.ecimg.tw/items/QABF0ZA9008V5OF/000001_1758758166.jpg","https://24h.pchome.com.tw/prod/QABF0Z-A9008V5OF","pchome","2816558","649.00","0","logitechkeyboard"
"DSAR7T-A900BMROW","Logitech 羅技 ERGO K860 人體工學鍵盤","https://cs.ecimg.tw/items/DSAR7TA900BMROW/000001_1757909420.jpg","https://24h.pchome.com.tw/prod/DSAR7T-A900BMROW","pchome","8621799","3490.00","0","logitechkeyboard"
"DSAR4S-A900J66RC","Logitech 羅技 ALTO KEYS K98M 機械式無線鍵盤","https://cs.ecimg.tw/items/DSAR4SA900J66RC/000001_1759198433.jpg","https://24h.pchome.com.tw/prod/DSAR4S-A900J66RC","pchome","14489797","2690.00","0","logitechkeyboard"
"DSAR0O-A900HJB8G","Logitech 羅技 MK345 無線滑鼠鍵盤組","https://cs.ecimg.tw/items/DSAR0OA900HJB8G/000001_1756397552.jpg","https://24h.pchome.com.tw/prod/DSAR0O-A900HJB8G","pchome","12911724","1190.00","0","logitechkeyboard"
"QABF0Z-A9008V5G7","Logitech 羅技 MK345 無線鍵盤滑鼠組","https://cs.ecimg.tw/items/QABF0ZA9008V5G7/000001_1758758451.jpg","https://24h.pchome.com.tw/prod/QABF0Z-A9008V5G7","pchome","12911724","1290.00","0","logitechkeyboard"
"DCAH5V-A74795251","Logitech 羅技 K120 USB有線鍵盤","https://cs.ecimg.tw/items/DCAH5VA74795251/000001_1539930419.jpg","https://24h.pchome.com.tw/prod/DCAH5V-A74795251","pchome","2816572","329.00","0","logitechkeyboard"
"QABF0Z-A9008V5MZ","Logitech 羅技 K120 有線鍵盤","https://cs.ecimg.tw/items/QABF0ZA9008V5MZ/000001_1758757838.jpg","https://24h.pchome.com.tw/prod/QABF0Z-A9008V5MZ","pchome","2816572","329.00","0","logitechkeyboard"
"DSAR0V-A900BG563","Logitech 羅技 MK120 有線鍵盤滑鼠組","https://cs.ecimg.tw/items/DSAR0VA900BG563/000001_1756397531.jpg","https://24h.pchome.com.tw/prod/DSAR0V-A900BG563","pchome","2816572","549.00","1","logitechkeyboard"
"DSAR21-A900BG3IY","Logitech 羅技 K580 超薄跨平台藍牙鍵盤","https://cs.ecimg.tw/items/DSAR21A900BG3IY/000001_1756397485.jpg","https://24h.pchome.com.tw/prod/DSAR21-A900BG3IY","pchome","13143970","1290.00","0","logitechkeyboard"
"DSAR21-A900BGF1J","Logitech 羅技 K580 超薄跨平台藍牙鍵盤 (珍珠白)","https://cs.ecimg.tw/items/DSAR21A900BGF1J/000001_1756397488.jpg","https://24h.pchome.com.tw/prod/DSAR21-A900BGF1J","pchome","13143970","1290.00","6","logitechkeyboard"
"DSAR21-A900FROFO","Logitech 羅技 K580 超薄跨平台藍牙鍵盤 (玫瑰粉)","https://cs.ecimg.tw/items/DSAR21A900FROFO/000001_1756397490.jpg","https://24h.pchome.com.tw/prod/DSAR21-A900FROFO","pchome","13143970","1290.00","6","logitechkeyboard"
"DCBE2G-A900C422O","Logitech 羅技 K580 超薄跨平台藍牙鍵盤 珍珠白","https://cs.ecimg.tw/items/DCBE2GA900C422O/000001_1758761405.jpg","https://24h.pchome.com.tw/prod/DCBE2G-A900C422O","pchome","13143970","1290.00","6","logitechkeyboard"
"QABF0Z-A900A6Q51","Logitech 羅技 K580 超薄跨平台藍牙鍵盤 石墨灰","https://cs.ecimg.tw/items/QABF0ZA900A6Q51/000001_1758757861.jpg","https://24h.pchome.com.tw/prod/QABF0Z-A900A6Q51","pchome","13143970","1290.00","0","logitechkeyboard"
"DCBE2G-A900FTTPW","Logitech 羅技 K580 超薄跨平台藍牙鍵盤 / 玫瑰粉","https://cs.ecimg.tw/items/DCBE2GA900FTTPW/000001_1758757881.jpg","https://24h.pchome.com.tw/prod/DCBE2G-A900FTTPW","pchome","13143970","1290.00","6","logitechkeyboard"
"DSAR7K-A900FE4ZO","Logitech 羅技 G G715 無線美型炫光機械式鍵盤 - 觸感軸","https://cs.ecimg.tw/items/DSAR7KA900FE4ZO/000001_1756397437.jpg","https://24h.pchome.com.tw/prod/DSAR7K-A900FE4ZO","pchome","10419052","3990.00","0","logitechkeyboard"
"DSAR1O-A900FE4Y1","Logitech 羅技 G G715 無線美型炫光機械式鍵盤 - 線性軸","https://cs.ecimg.tw/items/DSAR1OA900FE4Y1/000001_1756397466.jpg","https://24h.pchome.com.tw/prod/DSAR1O-A900FE4Y1","pchome","10419052","3990.00","0","logitechkeyboard"
"DSAR0V-A900J1IJK","Logitech 羅技 K250 無線藍牙鍵盤","https://cs.ecimg.tw/items/DSAR0VA900J1IJK/000001_1756397499.jpg","https://24h.pchome.com.tw/prod/DSAR0V-A900J1IJK","pchome","14230897","799.00","0","logitechkeyboard"
"DSAR3D-A900J1W74","Logitech 羅技 K250 無線藍牙鍵盤 石墨黑","https://cs.ecimg.tw/items/DSAR3DA900J1W74/000001_1758760591.jpg","https://24h.pchome.com.tw/prod/DSAR3D-A900J1W74","pchome","14230897","799.00","0","logitechkeyboard"
"DSAR0O-A900BPZFS","Logitech 羅技 MK220 無線滑鼠鍵盤組","https://cs.ecimg.tw/items/DSAR0OA900BPZFS/000001_1756397545.jpg","https://24h.pchome.com.tw/prod/DSAR0O-A900BPZFS","pchome","3722203","599.00","0","logitechkeyboard"
"DSAR0O-A900BPZFS","Logitech 羅技 MK220 無線滑鼠鍵盤組","https://cs.ecimg.tw/items/DSAR0OA900BPZFS/000001_1756397545.jpg","https://24h.pchome.com.tw/prod/DSAR0O-A900BPZFS","pchome","3722203","599.00","0","logitechkeyboard"
"DSAR0V-A900I9H65","Logitech 羅技 POP ICON KEYS 無線鍵盤","https://cs.ecimg.tw/items/DSAR0VA900I9H65/000001_1756397498.jpg","https://24h.pchome.com.tw/prod/DSAR0V-A900I9H65","pchome","13634031","1590.00","0","logitechkeyboard"
"DSAR3E-A900I6A16","Logitech 羅技 【Logitech 羅技】POP ICON KEYS 無線藍牙鍵盤 潮玩黑","https://cs.ecimg.tw/items/DSAR3EA900I6A16/000001_1758763910.jpg","https://24h.pchome.com.tw/prod/DSAR3E-A900I6A16","pchome","13634031","1590.00","6","logitechkeyboard"
"DSARAT-A900IODBH","Logitech 羅技 G G515 輕薄無線機械式 TKL 電競鍵盤","https://cs.ecimg.tw/items/DSARATA900IODBH/000001_1757779851.jpg","https://24h.pchome.com.tw/prod/DSARAT-A900IODBH","pchome","13062820","3290.00","0","logitechkeyboard"
"DSAR5F-A900ITW04","Logitech 羅技 G515 TKL 輕薄有線機械式電競鍵盤 - 黑","https://cs.ecimg.tw/items/DSAR5FA900ITW04/000001_1757159826.jpg","https://24h.pchome.com.tw/prod/DSAR5F-A900ITW04","pchome","13062820","2490.00","6","logitechkeyboard"
"DCBE4B-A900HPG6F","Logitech 羅技 G515 TKL輕薄無線機械式電競鍵盤 白色","https://cs.ecimg.tw/items/DCBE4BA900HPG6F/000001_1758762113.jpg","https://24h.pchome.com.tw/prod/DCBE4B-A900HPG6F","pchome","13062820","3290.00","6","logitechkeyboard"
"DCBE4B-A900HPG6M","Logitech 羅技 G515 TKL輕薄無線機械式電競鍵盤 黑色","https://cs.ecimg.tw/items/DCBE4BA900HPG6M/000001_1758764506.jpg","https://24h.pchome.com.tw/prod/DCBE4B-A900HPG6M","pchome","13062820","4490.00","6","logitechkeyboard"
"DSAR4S-A900J66RC","Logitech 羅技 ALTO KEYS K98M 機械式無線鍵盤","https://cs.ecimg.tw/items/DSAR4SA900J66RC/000001_1759198433.jpg","https://24h.pchome.com.tw/prod/DSAR4S-A900J66RC","pchome","14489160","2690.00","0","logitechkeyboard"
"DSAR0O-A900BPZFS","Logitech 羅技 MK220 無線滑鼠鍵盤組","https://cs.ecimg.tw/items/DSAR0OA900BPZFS/000001_1756397545.jpg","https://24h.pchome.com.tw/prod/DSAR0O-A900BPZFS","pchome","12560779","599.00","1","logitechkeyboard"
"DSAR1O-A900FE4SR","Logitech 羅技 G713 美型炫光機械式鍵盤 - 線性軸","https://cs.ecimg.tw/items/DSAR1OA900FE4SR/000001_1743420631.jpg","https://24h.pchome.com.tw/prod/DSAR1O-A900FE4SR","pchome","10419053","2990.00","0","logitechkeyboard"
"DSAR1O-A900IODBR","Logitech 羅技 G G713 美型炫光機械式鍵盤 - 觸感軸","https://cs.ecimg.tw/items/DSAR1OA900IODBR/000001_1756397467.jpg","https://24h.pchome.com.tw/prod/DSAR1O-A900IODBR","pchome","10419053","4990.00","0","logitechkeyboard"
"DCBE2G-A900FTQIP","Logitech 羅技 K650 無線舒適鍵盤 石墨灰","https://cs.ecimg.tw/items/DCBE2GA900FTQIP/000001_1758759973.jpg","https://24h.pchome.com.tw/prod/DCBE2G-A900FTQIP","pchome","TP00014390002541","1490.00","0","logitechkeyboard"
"DSAR0V-A900FFVNZ","Logitech 羅技 K650 無線鍵盤-石墨灰","https://cs.ecimg.tw/items/DSAR0VA900FFVNZ/000001_1756397537.jpg","https://24h.pchome.com.tw/prod/DSAR0V-A900FFVNZ","pchome","TP00014390002541","1490.00","0","logitechkeyboard"
"DSAR4S-A900J66RC","Logitech 羅技 ALTO KEYS K98M 機械式無線鍵盤","https://cs.ecimg.tw/items/DSAR4SA900J66RC/000001_1759198433.jpg","https://24h.pchome.com.tw/prod/DSAR4S-A900J66RC","pchome","無對應MOMO商品","2690.00","0","logitechkeyboard"
"DSAR4S-A900J66RC","Logitech 羅技 ALTO KEYS K98M 機械式無線鍵盤","https://cs.ecimg.tw/items/DSAR4SA900J66RC/000001_1759198433.jpg","https://24h.pchome.com.tw/prod/DSAR4S-A900J66RC","pchome","TP00029730001998","2690.00","0","logitechkeyboard"
"DSAR0O-A900HDBP6","Logitech 羅技 MK950 無線鍵盤滑鼠組 - 石墨黑","https://cs.ecimg.tw/items/DSAR0OA900HDBP6/000001_1756397551.jpg","https://24h.pchome.com.tw/prod/DSAR0O-A900HDBP6","pchome","12719861","3990.00","0","logitechkeyboard"
"DCBE2G-A900HDM2W","Logitech 羅技 MK950 無線鍵盤滑鼠組 石墨黑","https://cs.ecimg.tw/items/DCBE2GA900HDM2W/000001_1758759086.jpg","https://24h.pchome.com.tw/prod/DCBE2G-A900HDM2W","pchome","12719861","3990.00","0","logitechkeyboard"
"DSAR81-1900J5M3T","Logitech 羅技 Signature K855 無線鍵盤(白)加英文鍵帽","https://cs.ecimg.tw/items/DSAR811900J5M3T/000001_1756126049.jpg","https://24h.pchome.com.tw/prod/DSAR81-1900J5M3T","pchome","10390140","2490.00","6","logitechkeyboard"
"DSAR0V-A900FDSPH","Logitech 羅技 Signature K855 無線鍵盤 - 白","https://cs.ecimg.tw/items/DSAR0VA900FDSPH/000001_1756397535.jpg","https://24h.pchome.com.tw/prod/DSAR0V-A900FDSPH","pchome","10390140","2490.00","6","logitechkeyboard"
"DSAR3G-A900G9C7U","Logitech 羅技 Signature K855 無線鍵盤 - 黑","https://cs.ecimg.tw/items/DSAR3GA900G9C7U/000001_1756725691.jpg","https://24h.pchome.com.tw/prod/DSAR3G-A900G9C7U","pchome","10390140","1990.00","6","logitechkeyboard"
"DSAR81-1900IFUHI","Logitech 羅技 Signature K855 無線鍵盤(黑)加英文鍵帽","https://cs.ecimg.tw/items/DSAR811900IFUHI/000001_1745286589.jpg","https://24h.pchome.com.tw/prod/DSAR81-1900IFUHI","pchome","10390140","1990.00","6","logitechkeyboard"
"DSAR81-1900IK243","Logitech 羅技 Signature K855 無線鍵盤(黑)加英文鍵帽(粉霞紅)","https://cs.ecimg.tw/items/DSAR811900IK243/000001_1753673998.jpg","https://24h.pchome.com.tw/prod/DSAR81-1900IK243","pchome","10390140","1990.00","6","logitechkeyboard"
"DSAR81-1900IK24J","Logitech 羅技 Signature K855 無線鍵盤(黑)加英文鍵帽(曜金黃)","https://cs.ecimg.tw/items/DSAR811900IK24J/000001_1753673999.jpg","https://24h.pchome.com.tw/prod/DSAR81-1900IK24J","pchome","10390140","1990.00","6","logitechkeyboard"
"DSAR0V-A900BG563","Logitech 羅技 MK120 有線鍵盤滑鼠組","https://cs.ecimg.tw/items/DSAR0VA900BG563/000001_1756397531.jpg","https://24h.pchome.com.tw/prod/DSAR0V-A900BG563","pchome","3539779","549.00","0","logitechkeyboard"
"DSAR3G-A900G2Q8M","Logitech 羅技 MX Keys Mini 無線鍵盤 - 玫瑰粉","https://cs.ecimg.tw/items/DSAR3GA900G2Q8M/000001_1756397445.jpg","https://24h.pchome.com.tw/prod/DSAR3G-A900G2Q8M","pchome","9562941","3390.00","6","logitechkeyboard"
"DSAR9E-A900FWMWD","Logitech 羅技 MX Keys Mini 無線鍵盤 - 簡約白","https://cs.ecimg.tw/items/DSAR9EA900FWMWD/000001_1758248226.jpg","https://24h.pchome.com.tw/prod/DSAR9E-A900FWMWD","pchome","9562941","2990.00","6","logitechkeyboard"
"DSAR81-1900I6DW0","Logitech 羅技 羅技 MX KEYS Mini 無線鍵盤 - 簡約白(2入組)","https://cs.ecimg.tw/items/DSAR811900I6DW0/000001_1758248231.jpg","https://24h.pchome.com.tw/prod/DSAR81-1900I6DW0","pchome","9562941","5180.00","1","logitechkeyboard"
"DSAR3G-A900BYKN4","Logitech 羅技 MX Keys Mini 無線鍵盤 - 時尚黑","https://cs.ecimg.tw/items/DSAR3GA900BYKN4/000001_1756397442.jpg","https://24h.pchome.com.tw/prod/DSAR3G-A900BYKN4","pchome","9562941","3390.00","6","logitechkeyboard"
"DSAR3G-A900BYKNI","Logitech 羅技 MX Keys Mini 無線鍵盤 - 簡約白","https://cs.ecimg.tw/items/DSAR3GA900BYKNI/000001_1756397444.jpg","https://24h.pchome.com.tw/prod/DSAR3G-A900BYKNI","pchome","9562941","3390.00","6","logitechkeyboard"
"DSAR0M-A62078948","Logitech 羅技 MK200 USB鍵盤滑鼠組","https://cs.ecimg.tw/items/DSAR0MA62078948/000001_1540785675.jpg","https://24h.pchome.com.tw/prod/DSAR0M-A62078948","pchome","2816567","599.00","0","logitechkeyboard"
"DSAR4S-A900J66RC","Logitech 羅技 ALTO KEYS K98M 機械式無線鍵盤","https://cs.ecimg.tw/items/DSAR4SA900J66RC/000001_1759198433.jpg","https://24h.pchome.com.tw/prod/DSAR4S-A900J66RC","pchome","TP00029730001997","2690.00","0","logitechkeyboard"
"DSAR1O-A900IOGYI","Logitech 羅技 G213 PRODIGY RGB遊戲鍵盤","https://cs.ecimg.tw/items/DSAR1OA900IOGYI/000001_1756397467.jpg","https://24h.pchome.com.tw/prod/DSAR1O-A900IOGYI","pchome","4523105","1190.00","0","logitechkeyboard"
"QABF0Z-A9008V5GU","Logitech 羅技 G213 PRODIGY RGB 遊戲鍵盤","https://cs.ecimg.tw/items/QABF0ZA9008V5GU/000001_1758759390.jpg","https://24h.pchome.com.tw/prod/QABF0Z-A9008V5GU","pchome","4523105","1190.00","0","logitechkeyboard"
"DCAH5V-A74795251","Logitech 羅技 K120 USB有線鍵盤","https://cs.ecimg.tw/items/DCAH5VA74795251/000001_1539930419.jpg","https://24h.pchome.com.tw/prod/DCAH5V-A74795251","pchome","TP00014390002520","329.00","0","logitechkeyboard"
"QABF0Z-A9008V5MZ","Logitech 羅技 K120 有線鍵盤","https://cs.ecimg.tw/items/QABF0ZA9008V5MZ/000001_1758757838.jpg","https://24h.pchome.com.tw/prod/QABF0Z-A9008V5MZ","pchome","TP00014390002520","329.00","0","logitechkeyboard"
"DSAR5F-A900ITW04","Logitech 羅技 G515 TKL 輕薄有線機械式電競鍵盤 - 黑","https://cs.ecimg.tw/items/DSAR5FA900ITW04/000001_1757159826.jpg","https://24h.pchome.com.tw/prod/DSAR5F-A900ITW04","pchome","13249328","2490.00","0","logitechkeyboard"
"DSAR9Z-A900HNHW5","Logitech 羅技 Keys-To-Go 2 iPad 平板鍵盤","https://cs.ecimg.tw/items/DSAR9ZA900HNHW5/000001_1756397421.jpg","https://24h.pchome.com.tw/prod/DSAR9Z-A900HNHW5","pchome","13062813","2590.00","0","logitechkeyboard"
"DCBE4B-A900HRBIQ","Logitech 羅技 Keys-To-Go 2 平板藍牙鍵盤 珍珠白","https://cs.ecimg.tw/items/DCBE4BA900HRBIQ/000001_1758758797.jpg","https://24h.pchome.com.tw/prod/DCBE4B-A900HRBIQ","pchome","13062813","2590.00","0","logitechkeyboard"
"DSAR0V-A900HWJHK","Logitech 羅技 【Logitech 羅技】Keys-To-Go 2 平板藍牙鍵盤 星暮紫","https://cs.ecimg.tw/items/DSAR0VA900HWJHK/000001_1758762327.jpg","https://24h.pchome.com.tw/prod/DSAR0V-A900HWJHK","pchome","13062813","2590.00","6","logitechkeyboard"
"DSAR0V-A900GVFX2","Logitech 羅技 Pebble Keys 2 K380s 跨平台藍牙鍵盤","https://cs.ecimg.tw/items/DSAR0VA900GVFX2/000001_1756397542.jpg","https://24h.pchome.com.tw/prod/DSAR0V-A900GVFX2","pchome","11974965","990.00","0","logitechkeyboard"
"DCBE2G-A900GZG05","Logitech 羅技 K380S 跨平台藍牙鍵盤 石墨灰","https://cs.ecimg.tw/items/DCBE2GA900GZG05/000001_1758758957.jpg","https://24h.pchome.com.tw/prod/DCBE2G-A900GZG05","pchome","11974965","990.00","0","logitechkeyboard"
"DSAR21-A900J42VL","Logitech 羅技 Pebble Keys 2 K380s 跨平台藍牙鍵盤","https://cs.ecimg.tw/items/DSAR21A900J42VL/000001_1754644731.jpg","https://24h.pchome.com.tw/prod/DSAR21-A900J42VL","pchome","11974965","990.00","0","logitechkeyboard"
"DCBE2G-A900GZG8T","Logitech 羅技 K380S 跨平台藍牙鍵盤 珍珠白","https://cs.ecimg.tw/items/DCBE2GA900GZG8T/000001_1758758980.jpg","https://24h.pchome.com.tw/prod/DCBE2G-A900GZG8T","pchome","11974965","990.00","6","logitechkeyboard"
"DCBE2G-A900BIFDT","Logitech 羅技 G512 RGB 機械遊戲鍵盤青軸","https://cs.ecimg.tw/items/DCBE2GA900BIFDT/000001_1758757598.jpg","https://24h.pchome.com.tw/prod/DCBE2G-A900BIFDT","pchome","7717647","2190.00","6","logitechkeyboard"
"DCBE2G-A900BIFDG","Logitech 羅技 G512 RGB 機械遊戲鍵盤GX線性紅軸","https://cs.ecimg.tw/items/DCBE2GA900BIFDG/000001_1758757645.jpg","https://24h.pchome.com.tw/prod/DCBE2G-A900BIFDG","pchome","7717647","2190.00","0","logitechkeyboard"
"DSAR5F-A900IEV3A","Logitech 羅技 G512 機械式電競鍵盤 - GX觸感軸 (茶軸.棕軸)","https://cs.ecimg.tw/items/DSAR5FA900IEV3A/000001_1756397459.jpg","https://24h.pchome.com.tw/prod/DSAR5F-A900IEV3A","pchome","7717647","2190.00","6","logitechkeyboard"
