e1,e2,label,group_id
【L’Occitane歐舒丹】官方直營 乳油木保濕身體霜200ml(身體保養),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDADKS-A900HIJ2O
120公分華麗聖誕樹,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,7216895
【Sharp 夏普】31L自動料理兼烘培水波爐(AxXs5TR),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DMBM0G-A900FRFDZ
【MIKIMOTO 御木本】美肌保養粉6g*2(專櫃公司貨),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDADC4-A900HFNRY
【Redbox】便攜式電動咖啡機 Ycm1803A(便攜隨行),【Redbox】便攜式電動咖啡機 Ycm1803A(便攜隨行),0,DMATI3-A900G4WMS
【Sharp 夏普】30L Healsio炙燒水波爐洋蔥白(AxXp10TW),Sharp夏普 30公升Healsio旗艦水波爐(洋蔥白) AxXp10T(W),1,DMBJ02-A900F6RWH
【Hagibis海備思】TypeC轉Pd/Uhd/Usb3.0/Sd/Tf/3.5Mm六合一轉接器,【Kinyo】迷你陶瓷電暖器(Neh120),0,DCADJ5-A900C41LD
Sampo聲寶陶瓷式定時電暖器 HxFj12P,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,9455512
【Estee Lauder 雅詩蘭黛】特潤超導全方位修護露50ml(小棕瓶50ml/精華液/保濕/IU摯愛),特潤超導全方位修護露50ml - 小棕瓶 (正統公司貨),1,DDAD2P-A900BR0Y6
【Canon】搭1黑高容量墨水匣PG-740XL★PIXMA MG3670 多功能相片複合機-時尚白(影印/列印/掃描),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DSAQC6-A900HSEUF
【SONY 索尼】WF-C500  360度音效真無線防水耳機(公司貨),WF-C500 無線藍牙耳機,1,DYAW2P-A900BW4DC
【Logitech 羅技】MX Master 3S 無線藍牙智能滑鼠,Logitech 羅技 MX Master 3S 無線智能滑鼠,1,DSBE1W-A900H7OTZ
【ORIGINS 品木宣言】駐顏有樹撫紋煥膚A醇精華30ml,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD0A-A900HHP31
【皇覺】土精靈花生牛軋雪Q餅3盒,皇覺 土精靈花生牛軋雪Q餅3盒,1,DBDA01-A900FGFL8
【Logitech 羅技】MX Master 3S For Mac無線藍牙智能滑鼠,Logitech 羅技 MX Master 3S 無線智能滑鼠,1,DSBE1W-A900H7OTZ
【DARPHIN 朵法】全效舒緩精華50ml(小粉紅),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDCV36-A900HQFO1
倍潔雅 抽取式衛生紙(100抽14包6袋/箱),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,10914611
【Panasonic 國際牌】650公升能源效率一級變頻雙門冰箱(NR-B651TV-K),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DPACHE-A900FXF8K
【WD 威騰】My Book 16TB 3.5吋外接硬碟WDBBGB0160HBK-SESN,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DRAA5N-A900H079C
【ASUS 華碩】N6506MV-0022G185H 15.6吋特仕筆電（Ultra9-185H/8G+16G/1T+2T/RTX4060/W11）,GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DHABFU-A900H99D9
【小米】官方旗艦館 Xaiomi 手環 8 Pro(金屬錶帶組),【Arum】Iphone Lightning 轉3.5Mm耳機音源轉接線 蘋果Apple轉接頭(Iphone 11 Pro Xs Max Xr X 8 7 Plus),0,DEAQO3-A900GF0K0
【Microsoft 微軟】XBOX Elite Series 2 菁英手把 無線控制器 輕裝版(藍色),【Sampo 聲寶】陶瓷式定時電暖器(HxFh12P),0,DGBJL6-A900G95A4
【Hugiga】A9 4G 折疊老人機,ProStaff P3 10x42雙筒望遠鏡,0,DGASCE-A900FRXQ8
【Microsoft 微軟】XBOX Elite Series 2 菁英手把 無線控制器 輕裝版(藍色),Elite無線控制器2代-輕裝版 (藍色手把),1,DGBJL6-A900G95A4
日本Kiu 88900 Just Get Wet!! 黑色 極輕大尺寸 成人斗篷雨衣 附收納袋(男女適用),【Kiu】極輕大尺寸成人斗篷雨衣(88908 Just Get Wet白),0,7976479
【Nikon 尼康】NIKKOR Z 100-400mm f4.5-5.6 VR S 望遠變焦鏡(平行輸入),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DGBSCJ-A900GD1IF
Switch鋼鐵藍芽底座 Hdmi輸出 大瑩幕轉出 Ns支架 Tv轉接器 台灣公司貨,Game’Nir 四代筆電級 65W Dock Charger4 Switch 轉接充電頭白 氮化鎵 Hdmi底座 台灣公司貨,0,6829859
【白蘭氏】冰糖燕窩70G*6入*3盒 (共18入)(銷售No.1 養顏美容 滋補聖品),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DBAX7B-1900903ZX
倍潔雅 抽取式衛生紙(100抽14包/袋),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,10294967
【SHURE】SE215專業監聽 耳道式耳機(鍵寧公司貨),SE215隔絕噪音 耳道式耳機(全新紫),1,DCAYAC-A900FI8GR
【LANEIGE 蘭芝】粉澎潤睡美人晚安面膜 60ml(全新上市 官方直營),粉澎潤睡美人晚安面膜 60ml,1,DDCQ15-A900HA3BH
【L’Occitane 歐舒丹】杏仁美膚油 100ML（國際航空版）,無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDCF0Y-A900HQ904
倍潔雅 抽取式衛生紙(150抽X14包X4袋/箱),【倍潔雅】抽取式衛生紙 150抽X14包/串,1,10173920
【伊麗莎白雅頓】官方直營 玫瑰金A醇抗痕膠囊60顆Elizabeth Arden(小粉膠/A醇/撫紋/精華),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD08-A900FV6I2
【Hermes 愛馬仕】DOrange Verte 橘綠之泉香皂(50g-國際航空版-附皂盒 香水皂),ACULON T02 8X21 雙筒望遠鏡 賞鳥 演唱會 球賽 (白) 台灣代理商公司貨,0,DSBE3I-A900HJYBT
【SONY 索尼】E PZ 10-20 mm F4 G APS-C 廣角變焦鏡頭(公司貨 SELP1020G),G G502 X 高效能電競滑鼠-白,0,DGBS1M-A900F618T
【Gigabyte 技嘉】Geforce Rtx 4070 Ti Windforce 12G顯示卡,技嘉 Geforce Rtx 4070 Ti Eagle Oc 12G 顯示卡,0,DRADL2-A900G8X2L
【BOSE】SoundLink Max IP67 防水防塵 可攜式音箱 藍牙揚聲器 黑色,Iphone Lightning 轉3.5Mm耳機音源轉接線 蘋果Apple轉接頭Iphone Xs Max Xr X 8 7 Plus,0,DGCT1A-A900HLJK1
【Heran 禾聯】廣角擺頭陶瓷式電暖器 (Hph08Kw010),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,9431336
【HUAWEI 華為】Watch GT4 41mm 時尚款-凝霜白(奶昔粉橡膠錶帶組),WATCH GT4 GPS 41mm 健康運動智慧手錶 時尚款,1,DSBC1M-A900HBHBC
【KOSE 高絲】雪肌精 輕水感UV防曬凝膠(SPF50+/PA++++ 60g-專櫃公司貨),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD0D-A900HM7BI
Hp Inktank 115 相片連供印表機,Hp Inktank 115 相片連供印表機,0,10214237
【Nintendo 任天堂】NS 薩爾達傳說 智慧的再現 中文版(台灣公司貨),NS 薩爾達傳說 智慧的再現-中文版,1,DGBJBH-A900HO19I
【ORIGINS 品木宣言】天生麗質粉美肌面膜75ml(10分鐘去除老廢角質),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD0A-A900A0MKW
倍潔雅 抽取式衛生紙(100抽14包/袋),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,6780070
倍潔雅好韌真3層抽取式衛生紙Pefc(100抽/6包/12串/箱),【倍潔雅】好韌真3層抽取式衛生紙Pefc(100抽12包6袋/箱),1,8990597
【GREENON】雲筆記 Plus 數位筆記本工具組,iPhone 16 Plus (256G),0,DSBE0T-A900HCXRB
【Panasonic 國際牌】385公升新一級能源效率三門變頻冰箱-晶鑽白(NR-C384HV-W1),鋼板385公升三門冰箱NR-C384HV-W1(晶鑽白),1,DPAC1T-A900GQ6MI
【台灣現貨保固】1TB SSD(WD PC SN740 NVMe  GPD WIN Max2 steam deck),【南紡購物中心】  SN740 1TB 1T M.2 2230 PCIE 4.0 SSD 固態硬碟 -OEM 包裝,1,DSBC7E-A900H49P2
【Game’Nir】四代筆電級 Dock Charger4 Switch 轉接充電頭 氮化鎵 電視底座 4Khdmi(台灣公司貨),Game’Nir 四代筆電級 65W Dock Charger4 Switch 轉接充電頭黑 氮化鎵 Hdmi底座 台灣公司貨,1,DYBD00-A900ERP0K
BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,【Ziya】Usb2.0A母 轉 3.5Mm公 14Cm Otg轉接線(輕巧款),1,9306121
【Zmi 紫米】Qb818 10000Mah 30W Pd Qc 雙向快充Mini行動電源(紫霞/影黑),【Zmi 紫米】Qb818 10000Mah 30W Pd Qc 雙向快充Mini行動電源(紫霞/影黑),0,DYAO44-A900BMQT9
便攜滴漏式電動手沖咖啡機,【Royal Life】便攜滴漏式電動手沖咖啡機(4入組),1,9457336
【Nikon 尼康】Z30 雙鏡組 Z DX 16-50mm + Z DX 50-250mm(國祥公司貨),Z7 II + Nikkor Z 24-120mm f/4 S 公司貨,0,DGCB78-A900FB7GY
日本Kiu 163911 米色 標準成人空氣感有袖斗篷雨衣 附收納袋(男女適用),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,8134229
倍潔雅 抽取式衛生紙(150抽X14包X6袋/箱),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,10173920
【Panasonic 國際牌】498L一級能效智慧節能雙門變頻冰箱(NR-B493TV-S),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DPAC1T-A900FLZS4
倍潔雅 抽取式衛生紙(150抽X10包X6串/箱),【倍潔雅】柔軟舒適抽取式衛生紙(150抽80包/箱),1,6780069
【Msi 微星】Geforce Rtx 4070 Ventus 3X 12G 顯示卡,【Msi 微星】Geforce Rtx 4070 Ventus 3X 12G Oc 顯示卡,0,DRADLA-1900GE7HJ
【BOSE】QuietComfort 消噪耳塞 矽膠無線充電盒保護套 黑色(通用 II / Ultra),【加利王Wuw】TypeC / UsbC 轉3.5Mm 音頻轉接線 X106,0,DGCT19-A900G40HI
日本 ag 真無線藍牙耳機(UZURA),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DMAF0O-A900H3NSM
【Logitech G】G913 無線 機械式電競鍵盤(Clicky 敲擊感軸 / 青軸),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DSAR7N-A900HLNCB
【皇覺】黑棋士芝麻牛軋雪Q餅3盒,皇覺 黑棋士芝麻牛軋雪Q餅3盒,1,DBDA01-A900FGFIQ
【KOSE 高絲】雪肌精原生晶透緊潤眼霜20ml - 贈化妝水/乳液30ml-隨機出貨(專櫃公司貨),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD0D-A900BOAD1
【皇覺】紅寶石蔓越莓牛軋雪Q餅3盒,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DBDA01-A900FGFOA
倍潔雅 抽取式衛生紙(150抽X10包X6串/箱),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,8439204
Hagibis海備思TypeC轉4K Uhd/Vga/Usb/3.5Mm/Switch擴充轉接器,Hagibis海備思TypeC轉4K Uhd/Vga/Usb/3.5Mm/Switch擴充轉接器,0,11140446
Sampo 聲寶可壁掛陶瓷防水電暖器 HxFk12P,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,10811899
【ASUS 華碩】N6506MV-0022G185H 15.6吋特仕筆電（Ultra9-185H/8G+16G/1T/RTX4060/W11）,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DHABFU-A900H99D9
【SONY 索尼】隨身劇院組合(HT-AX7),HT-AX7 隨身劇院組合 (公司貨 保固12個月),1,DCAIDH-A900GKAB6
【Nikon 尼康】NIKKOR Z 100-400mm F4.5-5.6 VR S 超望遠變焦鏡頭(平行輸入),NIKKOR Z 400mm F/4.5 VR S*(平行輸入),1,DGBSCJ-A900GD1IF
Hagibis海備思TypeC轉4K Uhd/Vga/Usb/3.5Mm/Switch擴充轉接器,Hagibis海備思TypeC轉4K Uhd/Vga/Usb/3.5Mm/Switch擴充轉接器,0,11140446
【伊麗莎白雅頓】官方直營 超進化黃金導航眼部膠囊 60顆 Elizabeth Arden(眼膠/緊緻/敏感肌),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDAD08-A900GHZ5U
【Kiehl’s 契爾氏】金盞花植物精華潔面泡泡凝露(230ml-國際航空版),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD8M-A900FRL6A
【Nintendo 任天堂】NS Switch 原廠 Pro控制器 手把 原廠周邊(台灣公司貨),【Nintendo 任天堂】Ns Switch Dobe 多角度摺疊充電底座(Switch專用),0,DGBJK3-1900B4HWQ
【SONY 索尼】PS5 DualSense 無線控制器 《銀河紫》(原廠台灣公司貨),PS5 DualSense 無線控制器 星塵紅,0,DGBJGB-1900GSXU3
【Lenovo】特仕版 14吋AI輕薄筆電(IdeaPad Slim 5/83DA0011TW/Ultra 5-125H/16G/改裝1TB SSD/雲霧灰),IdeaPad Slim 5 14吋 AIOLED筆電灰色(Ultra 7 155H/16GB/1TB//WIN11/83DA0051TW),1,DHBF90-1900HWIO0
【Guerlain 嬌蘭】深夜活膚乳霜15ml-熬夜霜(專櫃公司貨),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDAD45-A900HCL41
【HUAWEI 華為】WATCH GT4 46MM活力款-曜石黑(Phoninix-B19F),WATCH GT4 41MM 幻夜黑 (黑色氟橡膠錶帶),0,DYAIBI-A900HSKJG
【SHISEIDO 資生堂國際櫃】時空琉璃LX極上御藏防禦精華乳 15ML x 2〈保存期限至2025/09.國際航空版〉,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD6X-A900EQVUH
【d program 敏感話題★居家保養人氣款】潔膚乳N 120g(超彈力氣墊泡沫洗 淨老廢角質),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD8F-A900GRGH4
【Arden 雅頓】玫瑰金抗痕膠囊90顆(航空版),ARDEN  玫瑰金抗痕膠囊90顆-國際航空版,1,DDAD08-A900G007P
【YANG YI 揚邑】DJI RC PRO遙控器操縱桿 Mavic3 Pro鋁合金搖桿 FPV可收納拇指桿,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DGCO0A-A900HOA8I
BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,0,2524780
【Nikon 尼康】NIKKOR Z 100-400mm F4.5-5.6 VR S(公司貨),NIKKOR Z 50mm f1.8 S (平行輸入),0,DGBSCJ-A900GD1IF
【WHOO 后】皇后之吻純金修護唇萃 15ML（專櫃公司貨）,無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDADGV-A900HPUR6
倍潔雅 純萃柔感抽取式衛生紙(150抽X12包X5袋/箱),【倍潔雅】柔軟舒適抽取式衛生紙(100抽84包/箱),1,10294967
Promate Usb Type C To 3.5Mm 音源轉接頭(AuxlinkC),Promate Usb Type C To 3.5Mm 音源轉接頭(AuxlinkC),0,8349225
倍潔雅 抽取式衛生紙(100抽14包/袋),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,6780069
【Sharp 夏普】30L Healsio Aiot智慧連網水波爐寶石紅(AxXw10T),Sharp夏普【AxXw10TR】30公升水波爐Aiot寶石紅微波爐,1,DMBM0G-A900G418A
【LA MER 海洋拉娜】濃萃修復眼霜15ml-保存期限2027/3-贈手提紙袋(專櫃公司貨),濃萃修復眼霜(15ml)-國際航空版,1,DDADEF-A900BZL5C
日本 final 真無線藍牙耳機(ZE8000 MK2),日本 等離子智能抑菌空氣清淨機(適用14-25坪)加碼再送雙濾網 CAF-W116XTW,0,DCAYKO-A900GYXC1
【AroMart 艾樂曼】Lothantique蘿丹緹 薰衣草香頌香氛沐浴膠500ml,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDCC3A-A9007A45X
【SONY 索尼】WF-1000XM5 旗艦真無線藍芽耳機(公司貨 保固 12+6 個月),WF-1000XM5 旗艦真無線藍牙耳機,1,DYAQFN-A900GISCS
【百寶屋】Switch 副廠 Usb充電主機底座散熱冷卻風扇,任天堂 Nintendo Switch Usb充電主機底座散熱冷卻風扇,0,DGBJC0-A900AIFOT
【Rainbow彩虹全球3C 】Rainbow轉接線 Iphone 轉 Lightning音源+Lightning充電 音源轉接線,【Ktnet】Gt2 TypeC 轉 3.5Mm 3合1 音源轉接線,0,8514762
ブラボ一ユ一Switch Usb充電主機底座散熱冷卻風扇,【百寶屋】Switch 副廠 Usb充電主機底座散熱冷卻風扇,1,7771860
【美國Qgeem】TypeC九合一Pd/Usb/Hdmi/3.5Mm/Rj45多功能轉接器,【美國Qgeem】TypeC九合一Pd/Usb/Hdmi/3.5Mm/Vga多功能轉接器,1,8369751
【Sisley 希思黎】官方直營 修護面霜50ml(SOS急救型面霜),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD21-A900HD50R
即期品【WHOO 后】拱辰享氣津清顏霜 210ML〈保存期限至2025/06.專櫃公司貨〉,無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDADGV-A9008YK1H
【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,【Kinyo】迷你陶瓷電暖器(Neh120),0,DMAAFY-A900BM34H
【Sharp 夏普】30L Healsio炙燒水波爐(AxXp10T 兩色可選),【福利品】Sharp 夏普 Healsio 旗艦水波爐 番茄紅 洋蔥白 AxXp10T,1,DMBM0G-A900GFLQ1
Office 2021★【DELL 戴爾】15吋i5輕薄筆電(Inspiron 15-3530-R4508STW/i5-1334U/8G/512G/W11/銀色),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DHAI9E-1900HJIF0
【Sisley 希思黎】官方直營 抗皺活膚御緻駐顏霜 50ml(全方位抗老),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDAD21-A900FOIIU
【TP-Link】三入組-Deco BE65 WiFi 7 BE11000 三頻2.5Gbps 真Mesh 無線網路網狀路由器(Wi-Fi 7分享器/VPN),Iphone Lightning 轉3.5Mm耳機音源轉接線 蘋果Apple轉接頭Iphone Xs Max Xr X 8 7 Plus,0,DRAN08-A900H8532
【Nikon 尼康】Coolshot 20i GIII 雷射測距望遠鏡  望遠鏡(高爾夫球測距儀 公司貨),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DGCB77-A900HQ8MN
【皇覺】土精靈花生牛軋雪Q餅3盒,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DBACFN-A900FG10G
【LANEIGE 蘭芝】粉澎潤睡美人晚安面膜 60ml(全新上市 官方直營),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDCQ15-A900HA3BH
【Panasonic 國際牌】610公升一級能效三門變頻電冰箱(NR-C611XV-W),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DPAC1T-A900FM064
【Paulas Choice 寶拉珍選】買2送1★10%果酸身體乳210ml 3入組(囤貨超值組),10%果酸身體乳210ml*買3送2囤貨組(效期2026/01/01),1,DDDE03-1900H0Y3I
Aukey Essential 20000Mah (PbY37) 65W Pd快充 行動電源,【Aukey】Aukey Essential 20000Mah PbY37 65W Pd快充 行動電源(充電實力派 隨心所充),1,9200807
【ORIGINS 品木宣言】天生麗質粉美肌面膜75ml(10分鐘去除老廢角質),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD0A-A900A0MKW
倍潔雅 抽取式衛生紙(150抽X14包X4袋/箱),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,10914611
【Nikon 尼康】Action-EX 12x50 CF 進階型防水雙筒望遠鏡(總代理公司貨保固),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DGAD59-A900BKBGJ
任天堂 Nintendo Switch Usb充電主機底座散熱冷卻風扇,良值 Nintendo Switch Joycon 4In1充電底座(公司貨) L372,0,7771860
日本Kiu 163926 薄荷綠 標準成人空氣感有袖斗篷雨衣 附收納袋(男女適用),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,8847988
【SK-II】官方直營 肌活眼霜特惠組 肌活能量眼霜15g(眼周保養緊緻肌膚),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD2O-A900BTHPI
Usb立體聲音效卡轉3.5Mm耳麥,【Kinyo】迷你陶瓷電暖器(Neh120),0,9604387
摩艾石像面紙盒【嘴巴款】(創意造型/底部防滑) 衛生紙盒 紙巾盒 復活島摩艾像,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,8531117
【Panasonic 國際牌】498公升一級能源效率雙門變頻冰箱-晶漾銀(NR-B493TV-S),無邊框鋼板498公升雙門冰箱NR-B493TV-S(晶漾銀),1,DPAC1T-A900FLZS4
【SK-II】官方直營 肌活眼霜特惠組 肌活能量眼霜15g(眼周保養緊緻肌膚),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD2O-A900BTHPI
【Shu uemura 植村秀】覆盆子超淨白潔顏油450ml(專櫃公司貨),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDBH2F-A900A0P5O
Hagibis海備思 TypeC轉Hdmi/Vga/Usb/3.5Mm音頻/Switch擴充轉接器,Hagibis海備思 TypeC轉Hdmi/Vga/Usb/3.5Mm音頻/Switch擴充轉接器,0,11140446
【BOSE】Ultra 開放式耳機(月石藍),Ultra 開放式耳機 月石藍,1,DGCT19-A900HYVI5
【Apple】iPhone 15(256G/6.1吋),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DYAJKL-A900GNXDC
【皇覺】櫻花莓果牛軋雪Q餅5盒,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DBDA01-A900FGFLJ
【SONY 索尼】WF-C500  360度音效真無線防水耳機(公司貨),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DYAW2P-A900BW4DC
【Game’Nir】四代筆電級 Dock Charger4 Switch 轉接充電頭 氮化鎵 電視底座 4Khdmi(台灣公司貨),Game’Nir 四代筆電級 65W Dock Charger4 Switch 轉接充電頭黑 氮化鎵 Hdmi底座 台灣公司貨,0,DYBD00-A900ERP2N
倍潔雅 純萃柔感抽取式衛生紙(150抽X12包X5串/箱),【倍潔雅】柔軟舒適抽取式衛生紙(150抽80包/箱),1,6780069
【伊麗莎白雅頓】官方直營 HA白金澎潤保濕膠囊 90顆 Elizabeth Arden(保濕/玻尿酸/精華),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD08-A900GHO4W
【Arden 雅頓】艾地苯高效橙燦精華2.0 50ml(國際航空版),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD08-A900FW2DI
【SONY 索尼】PS5 DualSense 原廠無線控制器(星光藍),SONY PS5原廠 DualSense 無線控制器-星光藍 CFI-ZCT1G05,1,DGBJGB-A900GFD62
【ORIGINS 品木宣言】心靜自然涼舒壓凝膠15ml(頭部紓壓推薦),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD0A-A90054XRD
【MSI 微星】Katana A17 AI B8VE-838TW-SP2 17.3吋 黑 特仕筆電(R7 8845HS/16G+16G/1TB PCIE/RTX4050 6G/W11),MX Anywhere3S 無線滑鼠 企業版 - 黑,0,DHABGS-A900HN92K
【Microsoft 微軟】XBOX 原廠無線控制器 手把 PC手把 Xbox Series S X PC 適用(叢林風暴),【微星】Geforce Rtx 4070 Ti Suprim X 12G 顯示卡,0,DGBJAH-A900HE38B
【ASUS】+24型螢幕組★15.6吋8G輕薄文書筆電(E510KA/N4500/8G/128G/W11S),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DHAFM1-1900HIG2V
【台灣現貨保固】1TB SSD(WD PC SN740 NVMe  GPD WIN Max2 steam deck),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DSBC7E-A900H49P2
【Kiehl’s 契爾氏】激光極淨白淡斑精華 115ml 2入組(國際航空版),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDADHO-1900HSYB4
【Truelife】旗艦級摺疊購物車-多色可選(可斜拉 附杯架 置物盒 手拉車),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DEACH5-A900BBH88
【KOSE 高絲】無限肌緻澄光精潤洗顏霜120g(專櫃公司貨),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD0D-A900BOFFK
倍潔雅好韌真決勝點3層抽取衛生紙Pefc(100抽12包/袋),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,9429597
【Panasonic 國際牌】500公升一級能效三門變頻鋼板冰箱-雅士白(NR-C501XV-W),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DPAC1T-A900FM024
【Lenovo】特仕版 14吋AI輕薄筆電(IdeaPad Slim 5/83DA0011TW/Ultra 5-125H/16G/改裝2TB SSD/雲霧灰),ACULON T02 8X21 雙筒望遠鏡 賞鳥 演唱會 球賽 (白) 台灣代理商公司貨,0,DHBF90-1900HWIO0
【KOSE 高絲】無限肌緻澄光精潤洗顏霜120g(專櫃公司貨),無限肌緻澄光精潤洗顏霜120g (正統公司貨),1,DDAD0D-A900BOFFK
倍潔雅抽取式衛生紙 (100抽X8包X10袋/箱),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,6780067
Promate Usb Type C To 3.5Mm 音源轉接頭(AuxlinkC),Promate Usb Type C To 3.5Mm 音源轉接頭(AuxlinkC),0,8349225
【Logitech G】G304 LIGHTSPEED 無線電競滑鼠(藍色),G903 LIGHTSPEED 無線電競滑鼠,0,DSAR1N-A900FVSGM
便攜滴漏式電動手沖咖啡機,【Sampo 聲寶】陶瓷式定時電暖器(HxFh12P),0,9457336
【Nikon 尼康】Action-EX 12x50 CF 進階型防水雙筒望遠鏡(總代理公司貨保固),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DGAD59-A900BKBGJ
【Nintendo 任天堂】NS Switch 超級舞動 瓦利歐製造 中文版(台灣公司貨),NS《超級舞動 瓦利歐製造》中文版,1,DGCW13-A900GS114
【Panasonic 國際牌】650公升新一級能效智慧節能雙門變頻冰箱-晶漾銀(NR-B651TV-S),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DPAC1T-A900B8F98
【Kingston 金士頓】XS2000 1TB Type-C USB 3.2 Gen 2x2 外接式ssd固態硬碟 銀(SXS2000/1000G),Series S - 1TB 遊戲主機《碳黑版》,0,DRAAE2-A900HIAI0
【DELL 戴爾】16吋Ultra 5輕薄AI筆電(Inspiron/16-7640-R1608LTW/U5-125H/16G/1TB/W11/冰藍),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DHAI83-A900H26Y5
